level1ID,level2ID,level3ID,modelID,activityID,riskID,controlID
3,34,246,1210,120932,,
3,34,246,1210,121017,,
3,34,246,1210,120930,,
3,34,246,510,133926,,
3,34,246,510,133924,,
3,34,246,510,133925,,
3,34,246,510,134640,,
3,34,246,510,134641,,
3,34,246,510,134639,4550.0,4787.0
3,34,246,510,129262,,
3,34,246,510,117089,,
3,34,246,510,117500,2758.0,4742.0
3,34,246,510,128980,,
3,34,246,510,111238,,
3,34,246,510,117090,2697.0,2808.0
3,34,246,510,117160,,
3,34,246,510,115771,,
3,34,246,510,134638,,
3,34,246,510,117088,,
3,34,246,510,111237,,
3,34,246,510,133929,,
3,34,246,510,133928,5358.0,2606.0
3,34,246,510,115908,,
3,34,246,510,133927,,
3,34,246,510,111388,1834.0,3587.0
3,34,246,510,122220,,
3,34,246,1278,132072,,
3,34,246,1278,121108,,
3,34,246,1278,119311,,
3,34,246,1278,100773,,
3,34,246,1278,121106,,
3,34,246,1278,114694,,
3,34,246,1278,121109,,
3,34,246,1278,100772,,
3,34,246,1278,114695,,
3,34,246,1278,121110,,
3,34,246,1278,121107,,
3,34,246,1278,114693,,
3,34,246,1689,121537,,
3,34,246,1689,121531,,
3,34,246,1689,121542,,
3,34,246,1689,121299,,
3,34,246,1689,121301,,
3,34,246,1689,121541,,
3,34,246,1689,121303,,
3,34,246,1689,123369,,
3,34,246,1689,121532,3361.0,3472.0
3,34,246,1689,121540,,
3,34,246,1689,121539,,
3,34,246,1689,123371,3622.0,3766.0
3,34,246,1689,123370,,
3,34,246,1689,121535,,
3,34,246,1689,121534,3359.0,1380.0
3,34,246,1689,108626,,
3,34,246,1689,121304,3362.0,3610.0
3,34,246,1689,122379,,
3,34,246,1689,121300,,
3,34,246,1689,123368,,
3,34,246,1689,102571,,
3,34,246,1689,121302,,
3,34,246,1689,121536,,
3,34,246,1689,121305,,
3,34,246,1689,121543,,
3,34,246,111,128383,,
3,34,246,111,105384,,
3,34,246,111,105385,,
3,34,246,111,118286,692.0,1448.0
3,34,246,111,108952,,
3,34,246,111,105386,,
3,34,246,111,105288,,
3,34,246,111,105287,4055.0,4261.0
3,34,246,111,126173,,
3,34,246,111,128382,,
3,34,246,1127,118711,,
3,34,246,1127,118701,,
3,34,246,1127,118709,,
3,34,246,1127,118702,,
3,34,246,1127,118712,,
3,34,246,1127,118609,,
3,34,246,1127,118703,,
3,34,246,1127,118710,2960.0,3040.0
3,34,246,1127,118713,,
3,34,246,1127,118700,,
3,34,246,1127,118608,,
3,34,246,59,131233,,
3,34,246,59,132681,,
3,34,246,59,114759,,
3,34,246,59,131234,,
3,34,246,59,132679,,
3,34,246,59,132678,,
3,34,246,59,132680,,
3,34,246,59,114758,,
3,34,246,59,120552,,
3,34,246,59,106097,,
3,34,246,59,131235,,
3,34,246,59,132677,5060.0,4092.0
3,34,246,59,125076,,
3,34,246,2238,123443,,
3,34,246,2238,123444,,
3,34,246,2238,123445,1435.0,3778.0
3,34,246,2238,123447,,
3,34,246,2238,123446,,
3,34,246,669,128015,,
3,34,246,669,128246,2542.0,2268.0
3,34,246,669,113923,,
3,34,259,1851,112540,,
3,34,259,1851,115358,,
3,34,259,1851,124954,,
3,34,259,1851,125045,,
3,34,259,1851,115359,,
3,34,259,1851,112039,,
3,34,259,1851,108712,,
3,34,259,1851,110658,,
3,34,259,1851,125044,,
3,34,259,1851,125046,,
3,34,259,1851,125043,,
3,34,259,1851,125042,,
3,34,259,1237,103554,,
3,34,259,1237,125635,,
3,34,259,1237,121754,,
3,34,259,1237,105143,,
3,34,259,1237,110903,,
3,34,259,1237,125637,,
3,34,259,1237,106488,,
3,34,259,1237,105115,,
3,34,259,1237,105142,,
3,34,259,1237,110904,,
3,34,259,1237,103553,,
3,34,259,1237,132576,,
3,34,259,1237,100369,,
3,34,259,1237,100368,,
3,34,259,1237,125636,,
3,34,259,1237,104705,,
3,34,259,1237,121755,,
3,34,259,1237,105141,,
3,34,259,1237,126936,,
3,34,259,1237,132577,,
3,34,259,1237,105144,,
3,34,259,1237,100370,,
3,34,259,1237,132575,,
3,34,259,1237,126937,,
3,34,259,1237,106489,,
3,34,259,653,103582,,
3,34,259,653,100941,151.0,437.0
3,34,259,653,102572,,
3,34,259,653,128480,,
3,34,259,653,103339,,
3,34,259,653,131475,4939.0,5633.0
3,34,259,653,134451,,
3,34,259,653,100940,,
3,34,259,653,111977,,
3,34,259,653,100036,,
3,34,259,653,126948,,
3,34,259,653,135125,,
3,34,259,653,103487,,
3,34,259,653,128479,,
3,34,259,653,100942,,
3,34,259,653,104454,,
3,34,259,653,100704,,
3,34,259,653,131474,,
3,34,259,653,128335,,
3,34,259,653,131775,,
3,34,259,653,121008,,
3,34,259,653,131774,,
3,34,259,653,109624,,
3,34,259,1695,128825,,
3,34,259,1695,127918,,
3,34,259,1695,101476,,
3,34,259,1695,109569,,
3,34,259,1695,124702,,
3,34,259,1695,127917,,
3,34,259,1695,130251,,
3,34,259,1695,124704,,
3,34,259,1695,115749,,
3,34,259,1695,127919,,
3,34,259,1695,124703,,
3,34,259,1695,128827,,
3,34,259,1695,109570,,
3,34,259,1695,108698,,
3,34,259,1695,128828,,
3,34,259,1695,109571,,
3,34,259,1695,128826,,
3,34,259,1695,112594,,
3,34,259,1934,102333,,
3,34,259,1934,120737,,
3,34,259,1934,113645,,
3,34,259,1934,109209,,
3,34,259,1934,109210,,
3,34,259,1934,117141,,
3,34,259,1934,113646,1212.0,5121.0
3,34,259,1934,131451,,
3,34,259,1934,117142,,
3,34,259,1934,113647,,
3,34,259,339,135132,,
3,34,259,339,106511,,
3,34,259,339,106512,,
3,34,259,339,111333,,
3,34,259,339,106386,,
3,34,259,339,104640,,
3,34,259,339,132724,,
3,34,259,339,104639,,
3,34,259,339,111334,,
3,34,259,339,132496,,
3,34,259,280,100135,,
3,34,259,280,126260,,
3,34,259,280,102356,,
3,34,259,280,102357,,
3,34,259,280,120291,,
3,34,259,280,102355,,
3,34,259,280,127994,,
3,34,259,710,106641,,
3,34,259,710,106640,,
3,34,259,710,119369,,
3,34,259,710,113692,,
3,34,259,710,128944,,
3,34,259,710,104396,,
3,34,259,710,119370,,
3,34,259,1311,117166,,
3,34,259,1311,117168,,
3,34,259,1311,117167,,
3,34,259,1311,100572,,
3,34,259,1311,101286,,
3,34,259,1311,125256,,
3,34,259,1311,100573,,
3,34,259,1311,101287,,
3,34,259,1311,117169,,
3,34,259,1311,101285,,
3,34,259,1311,100571,,
3,34,259,1311,121728,,
3,34,259,882,100703,,
3,34,259,882,114115,,
3,34,259,882,127655,,
3,34,259,882,131987,,
3,34,259,882,132688,,
3,34,259,882,122564,,
3,34,259,882,122324,,
3,34,259,882,114114,,
3,34,259,882,114652,,
3,34,259,882,132687,,
3,34,259,720,104876,,
3,34,259,720,122201,,
3,34,259,720,124067,,
3,34,259,720,116301,,
3,34,259,720,122178,,
3,34,259,720,128289,,
3,34,259,720,133301,,
3,34,259,720,120862,,
3,34,259,720,118736,,
3,34,259,720,122202,,
3,34,259,720,118466,,
3,34,259,720,109046,,
3,34,259,720,118465,,
3,34,259,720,122180,,
3,34,259,720,103367,,
3,34,259,720,116302,,
3,34,259,720,118464,,
3,34,259,720,128017,,
3,34,259,720,119215,,
3,34,259,720,122179,,
3,34,259,720,128290,,
3,34,259,720,114478,,
3,34,259,720,128018,,
3,34,259,720,118735,,
3,34,259,720,122181,,
3,34,259,2059,114006,,
3,34,259,2059,129673,,
3,34,259,2059,134795,,
3,34,259,2059,119451,,
3,34,259,2059,106371,,
3,34,259,2059,114864,,
3,34,259,2059,113572,,
3,34,259,2059,124490,,
3,34,259,2059,115508,,
3,34,259,2059,118607,,
3,34,259,2059,113663,,
3,34,259,2059,125567,,
3,34,259,2059,129674,,
3,34,259,2059,113814,,
3,34,259,2059,113194,,
3,34,259,2059,106373,,
3,34,259,2059,113571,,
3,34,259,2059,112576,,
3,34,259,2059,112575,,
3,34,259,2059,115507,,
3,34,259,2059,106372,,
3,34,259,2059,113573,,
3,34,259,2059,113665,,
3,34,259,2059,134794,,
3,34,259,2059,124240,,
3,34,259,2059,110756,,
3,34,259,2059,113664,2796.0,5264.0
3,34,259,2059,132386,,
3,34,259,2059,111776,,
3,34,259,2059,124489,,
3,34,259,2059,125568,,
3,34,259,1541,106222,,
3,34,259,1541,131792,,
3,34,259,1541,115130,,
3,34,259,1541,131793,,
3,34,259,1541,124080,,
3,34,259,1541,129717,,
3,34,259,1541,123332,,
3,34,259,1541,123335,,
3,34,259,1541,107741,,
3,34,259,1541,125941,,
3,34,259,1541,107742,,
3,34,259,1541,123333,,
3,34,259,1541,133786,,
3,34,259,1541,123334,,
3,34,259,1541,114369,,
3,34,259,1541,128143,,
3,34,259,1541,123336,,
3,34,259,1541,106223,,
3,34,259,1541,131794,,
3,34,259,563,126155,,
3,34,259,563,111421,,
3,34,259,563,109838,,
3,34,259,563,130400,,
3,34,259,563,109553,,
3,34,259,563,126739,,
3,34,259,563,107718,,
3,34,259,563,107074,,
3,34,259,563,109995,,
3,34,259,563,101976,,
3,34,259,563,116791,,
3,34,259,563,134031,4184.0,2778.0
3,34,259,563,116954,,
3,34,259,563,124571,,
3,34,259,563,119522,,
3,34,259,563,109839,,
3,34,259,563,134030,,
3,34,259,563,120000,,
3,34,259,563,131646,,
3,34,170,1740,115565,158.0,161.0
3,34,170,1740,101017,,
3,34,170,1740,102077,,
3,34,170,1740,132722,,
3,34,170,1740,102080,,
3,34,170,1740,102078,332.0,2221.0
3,34,170,1740,113708,,
3,34,170,1740,102079,,
3,34,170,1740,102076,,
3,34,170,1740,115564,,
3,34,170,1475,121018,,
3,34,170,1475,133872,,
3,34,170,1475,120146,,
3,34,170,1475,133045,3682.0,3341.0
3,34,170,1475,120666,,
3,34,170,1475,108226,,
3,34,170,1475,122424,,
3,34,170,1475,121570,,
3,34,170,1475,122425,3486.0,1322.0
3,34,170,1475,108351,,
3,34,170,1475,132956,,
3,34,170,1475,133046,,
3,34,170,1475,108725,263.0,3093.0
3,34,170,1475,119039,,
3,34,170,1475,120145,,
3,34,170,1475,133044,,
3,34,170,1475,129464,,
3,34,170,1475,120118,,
3,34,170,1475,107138,,
3,34,170,1475,133871,,
3,34,170,2096,128016,,
3,34,170,2096,102682,,
3,34,170,2096,105147,2788.0,2886.0
3,34,170,2096,117629,,
3,34,170,2096,114477,,
3,34,170,2096,100503,,
3,34,170,2096,134200,,
3,34,170,2096,117814,,
3,34,170,2096,105148,,
3,34,170,2096,122968,,
3,34,170,2096,111644,2787.0,2885.0
3,34,170,2096,117628,,
3,34,170,2096,107057,1119.0,3517.0
3,34,170,2096,121750,,
3,34,170,2096,109864,,
3,34,170,2096,109863,867.0,2887.0
3,34,170,2096,117630,,
3,34,170,2096,105149,,
3,34,170,2096,111645,,
3,34,170,2096,111643,3599.0,2579.0
3,34,170,2096,111643,3599.0,2580.0
3,34,170,2096,115778,,
3,34,170,2096,115779,,
3,34,170,2096,129540,1943.0,1963.0
3,34,170,2096,112087,,
3,34,170,2096,115664,2474.0,4432.0
3,34,170,2096,127113,,
3,34,170,1096,115380,1158.0,3696.0
3,34,170,1096,122868,,
3,34,170,1096,116472,,
3,34,170,1096,111815,,
3,34,170,1096,127111,4311.0,1830.0
3,34,170,1096,111272,,
3,34,170,1096,115381,,
3,34,170,1096,115376,,
3,34,170,1096,113797,,
3,34,170,1096,115377,,
3,34,170,1096,115378,,
3,34,170,1096,116474,2281.0,1137.0
3,34,170,1096,107309,,
3,34,170,1096,128234,4189.0,795.0
3,34,170,1096,104920,,
3,34,170,1096,128235,,
3,34,170,1096,116475,,
3,34,170,1096,116506,,
3,34,170,1096,113798,,
3,34,170,1096,115382,,
3,34,170,1096,127633,2107.0,2150.0
3,34,170,1096,113210,,
3,34,170,1096,115379,,
3,34,170,1096,116476,,
3,34,170,1096,116473,,
3,34,170,1096,113796,,
3,34,170,1096,116515,3451.0,3577.0
3,34,170,1096,122167,,
3,34,170,1096,127112,,
3,34,170,1096,113795,,
3,34,170,1096,116471,,
3,34,170,645,122302,,
3,34,170,645,122303,,
3,34,170,645,124283,,
3,34,170,645,121790,,
3,34,170,645,124285,,
3,34,170,645,124284,,
3,34,170,645,111700,,
3,34,170,645,114172,2132.0,4822.0
3,34,170,645,129525,,
3,34,170,645,122304,,
3,34,170,645,114171,,
3,34,170,1867,122938,,
3,34,170,1867,108066,,
3,34,170,1867,122939,,
3,34,170,1867,134907,,
3,34,170,1867,108065,,
3,34,170,1867,107419,,
3,34,170,1867,120200,,
3,34,170,1867,126658,,
3,34,170,1867,134908,,
3,34,170,1867,101885,,
3,34,170,1867,101884,,
3,34,170,1867,126657,,
3,34,170,1867,120201,3681.0,1661.0
3,34,170,1867,110350,,
3,34,170,1926,131853,1942.0,1962.0
3,34,170,1926,112086,,
3,34,170,1926,122617,,
3,34,170,1926,129247,,
3,34,170,1926,108105,,
3,34,170,1926,101238,,
3,34,170,1926,100019,,
3,34,170,1926,108106,,
3,34,170,1926,122615,,
3,34,170,1926,122616,,
3,34,170,1926,113945,,
3,34,170,1926,101030,,
3,34,170,1926,129246,,
3,34,170,1926,101237,,
3,34,170,1926,105856,,
3,34,170,1926,118298,,
3,34,170,1926,122637,,
3,34,170,1926,100665,,
3,34,170,1926,100666,,
3,34,170,1926,100017,,
3,34,170,1926,101029,,
3,34,170,1926,122618,,
3,34,170,1926,113944,,
3,34,170,1926,124427,3259.0,3357.0
3,34,170,1926,120833,,
3,34,170,1926,101236,,
3,34,170,1926,130220,,
3,34,170,483,126352,,
3,34,170,483,108225,,
3,34,170,483,126351,,
3,34,170,483,126350,1944.0,1964.0
3,34,170,483,112088,,
3,34,170,483,126346,1156.0,2888.0
3,34,170,483,117631,,
3,34,170,483,126348,1316.0,885.0
3,34,170,483,105490,,
3,34,170,483,126345,,
3,34,170,483,126347,,
3,34,170,483,126349,1157.0,1136.0
3,34,170,483,107308,,
3,34,170,1067,103313,,
3,34,170,1067,103311,,
3,34,170,1067,133047,,
3,34,170,1067,124015,,
3,34,170,1067,119313,,
3,34,170,1067,114077,,
3,34,170,1067,130167,,
3,34,170,1067,122519,,
3,34,170,1067,124554,3799.0,5047.0
3,34,170,1067,124554,3798.0,5046.0
3,34,170,1067,130949,,
3,34,170,1067,130948,,
3,34,170,1067,124013,,
3,34,170,1067,114078,,
3,34,170,1067,114463,,
3,34,170,1067,124014,,
3,34,170,1067,131093,,
3,34,170,1067,133048,,
3,34,170,1067,122518,,
3,34,170,1067,122517,,
3,34,170,1067,114464,,
3,34,170,1067,131092,,
3,34,170,1067,130168,,
3,34,170,1067,127286,,
3,34,170,1067,116331,,
3,34,170,1067,130169,,
3,34,170,1067,119315,,
3,34,170,1067,114465,,
3,34,170,1067,119314,,
3,34,170,1067,114076,,
3,34,170,1067,103312,,
3,34,170,1067,124553,,
3,34,170,1067,103314,,
3,34,170,1067,130950,,
3,34,170,1067,119316,,
3,34,170,1067,127285,,
3,34,261,7,112017,,
3,34,261,7,101268,,
3,34,261,7,101273,,
3,34,261,7,126786,,
3,34,261,7,126787,,
3,34,261,7,126788,,
3,34,261,7,134320,,
3,34,261,7,134321,,
3,34,261,7,101272,,
3,34,261,1599,106613,,
3,34,261,1599,106303,,
3,34,261,1599,106304,992.0,5696.0
3,34,261,1599,134962,,
3,34,261,1599,131546,,
3,34,261,1599,127689,,
3,34,261,1599,127688,,
3,34,261,1599,127797,,
3,34,261,1599,110269,,
3,34,261,1599,100465,,
3,34,261,1599,106612,,
3,34,261,1599,127798,,
3,34,261,1599,106614,,
3,34,261,562,134217,,
3,34,261,562,132347,,
3,34,261,562,132725,5071.0,3071.0
3,34,261,562,118863,,
3,34,261,562,132346,,
3,34,261,562,132344,,
3,34,261,562,134218,,
3,34,261,562,132345,,
3,34,261,562,132961,,
3,34,261,1136,131547,4903.0,1502.0
3,34,261,1136,109321,,
3,34,261,1136,133727,,
3,34,261,1136,133728,,
3,34,261,2187,113884,,
3,34,261,2187,100976,,
3,34,261,2187,122505,,
3,34,261,2187,119423,3120.0,3130.0
3,34,261,2187,119221,,
3,34,261,2187,119421,,
3,34,261,2187,113883,,
3,34,261,2187,135105,,
3,34,261,2187,119422,,
3,34,261,2187,132197,,
3,34,261,860,128858,,
3,34,261,860,128887,,
3,34,261,860,128885,,
3,34,261,860,128886,,
3,34,261,860,128857,,
3,34,261,860,114828,,
3,34,261,860,128888,,
3,34,261,860,130330,,
3,34,261,860,120421,,
3,34,261,286,106809,,
3,34,261,286,135043,,
3,34,261,286,106440,,
3,34,91,914,108451,,
3,34,91,914,108449,,
3,34,91,914,104290,,
3,34,91,914,104292,702.0,718.0
3,34,91,914,104293,,
3,34,91,914,104291,,
3,34,91,914,131613,,
3,34,91,914,108450,,
3,34,91,1761,109337,1149.0,1813.0
3,34,91,1761,111171,,
3,34,91,1761,116198,,
3,34,91,1761,132146,,
3,34,91,1761,115611,,
3,34,91,1761,121244,,
3,34,91,1761,121544,3363.0,719.0
3,34,91,1761,104294,,
3,34,91,1761,116197,,
3,34,91,723,131457,3231.0,3418.0
3,34,91,723,121258,,
3,34,91,723,115925,,
3,34,91,723,102548,,
3,34,91,723,131455,3169.0,2454.0
3,34,91,723,115074,,
3,34,91,723,130998,,
3,34,91,723,131456,,
3,34,91,723,115927,,
3,34,91,723,107862,,
3,34,91,723,100352,429.0,2188.0
3,34,91,723,113476,,
3,34,91,723,100351,4998.0,222.0
3,34,91,723,101314,,
3,34,91,723,115926,,
3,34,91,723,131454,4888.0,3417.0
3,34,91,723,121257,,
3,34,91,723,102547,,
3,34,91,723,115928,,
3,34,91,723,107863,,
3,34,91,723,102546,,
3,34,91,585,121202,,
3,34,91,585,115414,,
3,34,91,585,110407,,
3,34,91,585,115413,,
3,34,91,585,121199,,
3,34,91,585,110408,,
3,34,91,585,115415,,
3,34,91,585,121200,197.0,5137.0
3,34,91,585,131527,,
3,34,91,585,121201,,
3,34,91,1362,132788,5081.0,4186.0
3,34,91,1362,132788,5081.0,4187.0
3,34,91,1362,125660,,
3,34,91,1362,125661,,
3,34,91,1362,131859,,
3,34,91,1362,132494,3419.0,5671.0
3,34,91,1362,132494,3419.0,2422.0
3,34,91,1362,134764,,
3,34,91,1362,114868,,
3,34,91,1362,132789,,
3,34,91,1362,100140,35.0,2423.0
3,34,91,1362,114869,,
3,34,91,1362,130430,,
3,34,91,1362,124046,4733.0,1591.0
3,34,91,1362,109812,,
3,34,91,1362,109811,,
3,34,91,1362,133704,5228.0,1592.0
3,34,91,1362,109813,,
3,34,91,1362,104562,,
3,34,91,968,112209,,
3,34,91,968,126182,,
3,34,91,968,108559,,
3,34,91,968,108560,,
3,34,91,968,106059,,
3,34,91,546,118110,,
3,34,91,546,129368,,
3,34,91,546,103446,,
3,34,91,546,101441,3505.0,2988.0
3,34,91,546,118307,,
3,34,91,546,119127,,
3,34,91,1856,116107,,
3,34,91,1856,117191,2552.0,2811.0
3,34,91,1856,117194,,
3,34,91,1856,117193,,
3,34,91,1856,126429,,
3,34,91,1856,129378,5073.0,4298.0
3,34,91,1856,126428,,
3,34,91,1856,117192,2337.0,5334.0
3,34,91,1856,132762,,
3,34,91,1856,129377,2712.0,1927.0
3,34,91,1856,111902,,
3,34,91,1856,129379,,
3,34,151,616,128302,2152.0,3031.0
3,34,151,616,118651,,
3,34,151,616,133060,,
3,34,151,616,128301,,
3,34,151,616,128245,,
3,34,151,1082,133327,,
3,34,151,1082,125654,3047.0,2425.0
3,34,151,1082,114891,,
3,34,151,1082,103847,,
3,34,151,1082,128759,,
3,34,151,1082,117551,,
3,34,151,1082,133896,,
3,34,151,1082,127345,4258.0,4465.0
3,34,151,1082,127346,,
3,34,151,1082,103846,,
3,34,151,1082,105669,,
3,34,151,1082,130071,626.0,2850.0
3,34,151,1082,117430,,
3,34,151,1082,130070,,
3,34,151,1082,133897,,
3,34,151,1082,128760,,
3,34,151,1082,109985,,
3,34,151,1082,109987,,
3,34,151,1082,105670,908.0,206.0
3,34,151,1082,101223,,
3,34,151,1082,125013,,
3,34,151,1082,105458,627.0,2574.0
3,34,151,1082,115754,,
3,34,151,1082,117550,,
3,34,151,1082,118799,3048.0,5605.0
3,34,151,1082,134291,,
3,34,151,1082,118708,,
3,34,151,1082,109986,,
3,34,151,1082,125012,,
3,34,151,1082,104303,4990.0,207.0
3,34,151,1082,101224,,
3,34,151,1082,125014,,
3,34,151,1082,105457,,
3,34,151,1151,130449,,
3,34,151,1151,104258,,
3,34,151,1151,115844,,
3,34,151,1151,131220,,
3,34,151,1151,131222,,
3,34,151,1151,108759,,
3,34,151,1151,104259,,
3,34,151,1151,104256,3313.0,1188.0
3,34,151,1151,107638,,
3,34,151,1151,104257,,
3,34,151,1151,131223,,
3,34,151,1151,103366,,
3,34,151,1151,110329,,
3,34,151,1151,131221,1682.0,3309.0
3,34,151,1151,120420,,
3,34,151,1151,108760,,
3,34,151,1151,103488,,
3,34,151,1151,112180,,
3,34,151,1151,123299,3312.0,4304.0
3,34,151,1151,126489,,
3,34,151,1151,128758,,
3,34,151,1245,116533,,
3,34,151,1245,126606,,
3,34,151,1245,126239,,
3,34,151,1245,112183,,
3,34,151,1245,112839,,
3,34,151,1245,124782,,
3,34,151,1245,128545,,
3,34,151,1245,111487,,
3,34,151,1245,133564,,
3,34,151,1245,112181,,
3,34,151,1245,100108,,
3,34,151,1245,109999,,
3,34,151,1245,126605,,
3,34,151,1245,112182,,
3,34,151,1245,112838,,
3,34,151,1245,112840,,
3,34,151,1245,128544,,
3,34,151,1387,102360,1047.0,1872.0
3,34,151,1387,111566,,
3,34,151,1387,127260,,
3,34,151,1387,111145,,
3,34,151,1387,117932,,
3,34,151,1387,111144,4238.0,5639.0
3,34,151,1387,134506,,
3,34,151,1387,127259,,
3,34,151,1387,117931,,
3,34,151,1387,117930,,
3,34,151,1387,132268,,
3,34,151,1387,126206,,
3,34,151,1387,106676,,
3,34,151,1387,127258,,
