activityID,riskID
133710,11585
133711,10136
123686,15192
123686,13334
106483,10781
110078,14223
134838,14151
134838,13569
103201,11051
121370,13332
121371,13333
109388,13284
112573,12014
123819,10874
133151,10125
121295,13324
103057,11838
132088,12292
100006,14252
105617,10894
108352,11957
131007,12847
131007,11918
131007,11958
105059,11691
123687,13286
123688,13285
101578,13712
134280,15313
102028,10323
116410,12297
116411,12298
118181,12880
118182,12881
113354,11974
113356,14971
113356,15412
113358,11975
113357,14970
102124,12799
128824,15000
104784,10505
107295,14896
106295,12741
106295,10057
106295,12743
106295,12742
106295,10056
109767,11570
109767,11569
107296,11154
119987,13134
107294,13533
128441,13006
106763,12226
121866,14588
129790,14631
124606,13496
126538,14883
132508,10185
112187,10186
105136,10542
132507,10184
132507,13660
102805,10461
117894,12686
117893,10188
132855,15086
118245,13106
127376,11831
108007,14653
101357,13502
101359,12416
110736,11718
101380,14110
128098,10962
101382,13997
130561,14512
130561,14111
101381,11522
101381,11523
125380,13958
117150,12709
108110,14772
108110,14771
130823,11551
116405,11550
134598,11549
117534,11788
104799,12949
109153,13586
100069,14443
100069,14444
117741,12737
117763,12808
117763,12801
117763,12824
117756,12821
117576,12826
117576,14649
117770,12819
117753,12803
117765,12814
117746,12779
117777,12825
117749,12812
117751,12778
117751,12807
117751,12738
117779,12817
117776,12802
117752,12809
117761,12818
117737,12777
117767,12822
117757,12823
117458,12827
117185,12813
117337,12811
117769,10403
117735,12034
117760,12816
117744,12820
117766,12806
117781,12659
117781,12815
117781,12810
117771,12805
117755,12804
120758,10264
120759,13384
134290,15393
134285,15392
134285,15314
134288,15391
116850,14761
107361,11712
114583,14187
100385,10069
114584,13546
126978,10456
112307,11985
126279,11526
109613,11531
111378,11830
132223,11829
128806,14471
112474,12688
127358,11573
109804,11574
112471,12002
114619,12309
114617,12308
103444,10313
129521,11054
119234,11052
127836,14895
106699,11053
126114,10802
120857,13281
121009,13282
126464,15210
130838,14964
131880,11110
100299,10376
111448,11355
126465,11508
119272,11439
128990,10571
104148,10954
130837,14105
130837,11356
113538,12136
127015,15209
115136,13710
118648,14081
113153,12831
111486,12005
107552,14677
107552,13180
107553,14678
107553,13181
107121,14234
107121,14236
107122,14235
107122,14237
107556,14681
107557,14682
118005,12495
124054,12494
101170,14274
123970,12353
123969,12352
114333,14684
114333,14683
113789,13469
113789,13470
116809,12636
122169,13452
108054,11279
108052,11278
129331,14564
129329,14563
122274,13471
116813,12191
102052,11277
102052,11276
122172,11370
122172,11371
126187,12627
117108,12703
111146,11798
122334,13484
126126,10878
122312,10877
118222,12192
129260,13453
129258,13835
107539,12235
104460,10703
103959,11960
103958,10648
117283,14024
117284,13003
125897,14021
116510,13831
119040,13004
124977,12340
104015,11424
117281,12725
113285,12113
116995,11211
106081,10947
120170,14470
119622,13938
121011,14601
112835,13630
127039,10183
133861,12382
128320,11807
124684,12383
124684,14662
115973,12529
127552,14293
124147,10402
124143,13701
124146,13732
124153,13734
124057,13731
124150,13733
100913,12371
128119,11398
102272,11932
103622,10589
103622,13833
111429,11925
107473,11186
120279,13176
114855,12258
112025,11934
121185,13750
132168,15411
130245,14029
131670,14410
104502,13859
100486,10025
109687,10024
119466,10955
119477,13066
119724,10071
119469,12682
123695,11713
105875,15027
108709,11393
126493,15024
108711,14748
122238,13461
103037,13676
107624,14000
111540,11849
130510,15029
131230,14856
114274,10601
102828,10600
113175,12100
108012,15028
108243,13340
107966,11260
101648,10236
101652,10234
101647,10233
101481,10210
101480,10235
101645,10211
101482,10237
126324,14472
101784,10259
128832,14473
132041,11476
126733,10258
122576,10172
125988,14383
125988,14384
130629,12088
125990,12089
103295,12662
124813,12663
109797,13094
109795,14951
103869,12310
103870,13795
103871,13882
109794,11599
109796,14721
109793,13881
117200,14751
133572,14752
116597,10799
106494,14370
101431,12185
113109,11732
113779,15064
110594,12665
111294,14900
113108,14899
116487,14466
110388,11982
105093,11733
111295,12664
111295,15408
110219,15194
107732,10141
116489,15407
107803,11225
134677,14186
127750,14578
131178,10352
121369,13331
131179,10353
131179,15436
132666,15059
107690,14196
104412,10714
107688,12873
132978,13726
117159,12764
117159,12396
106298,12763
109459,10793
133842,15030
121335,11546
112268,11977
128189,14404
130557,10568
108361,10567
130119,11008
129922,14652
116735,10769
115780,12491
116739,10518
116739,11451
129924,11258
103473,10558
103472,11452
100064,10016
109522,10768
116737,10770
103244,12029
115082,10767
115085,14910
115085,14909
107129,11130
104826,10790
100420,11308
123317,13616
123319,13618
123322,13619
123323,13615
118291,14540
118291,15118
134910,15387
111259,12332
111259,10472
111268,12531
111267,12530
111262,14280
102374,10388
102374,10282
102361,10283
100729,10121
129068,14870
129068,14548
129238,14547
135118,15433
123303,13614
127182,14219
101686,13369
132630,13613
135121,15048
101685,13367
104410,11203
107783,11204
112625,13816
132404,15016
112627,13815
113646,11212
110784,12674
110784,12673
103432,12678
103435,14700
103434,12675
103434,12677
103434,12676
127615,13989
127611,10785
127613,10783
116315,14905
111396,11835
135103,13172
108931,12589
105409,13261
118856,12448
121242,12449
105323,10863
103355,10838
116098,12012
129251,14549
129250,14579
128241,14408
109390,11494
110262,11641
132403,15012
104603,14954
113979,13810
120505,14261
120503,13216
113914,12237
119147,12218
113097,11172
131151,12501
122295,15074
122295,10811
111653,14830
111652,11865
111652,11866
109993,13421
107710,11209
115209,11242
125987,11633
115999,10383
118144,15384
107842,11632
110431,12927
110338,14891
119583,12928
122305,14660
122305,12670
122305,12671
134789,12937
128183,13073
112173,15350
125246,12938
102798,11043
104730,15050
118442,15049
104066,10659
124909,11238
124909,13950
124909,11237
124908,11992
124908,14723
124907,12066
124907,14409
116467,13661
123183,14587
112608,13164
110924,10346
131934,11232
116115,11652
119442,14463
119442,11545
119442,11350
113587,13659
108193,11725
133381,11727
133381,11726
133381,11728
111320,11729
111320,11730
111321,10754
129531,12645
129531,10755
129531,12646
107773,11723
107773,11724
105376,13771
105377,13772
132570,15033
132571,15034
129040,14510
129041,14511
104782,10777
104783,10778
104778,10775
104779,10776
100050,10012
100051,10013
125052,13904
125052,13906
125053,13905
125053,13907
135054,15422
135055,15423
108441,15359
105888,10245
113634,12158
118079,13108
102219,12157
118076,12983
127091,13109
126872,12717
122740,12984
116079,10247
111838,11800
116078,10246
102217,10367
128108,14379
106171,12478
106171,10963
117297,14438
130126,14241
107905,13737
114728,14591
120236,14592
127558,14240
104493,13462
119764,14089
134209,13408
119762,13409
123544,14091
110825,14144
125762,14090
119763,14088
124945,14005
124947,11011
131717,10433
131717,14004
124946,10582
124946,11010
124948,10434
124948,10583
127944,14405
130078,11020
104811,13432
124255,13757
114624,12313
114624,12314
105125,10837
104036,10442
115430,10998
123390,11031
117962,12854
111178,12421
111178,14729
111177,13788
104968,14491
104968,14490
104196,14492
104198,14495
104197,14494
104197,14493
104197,14496
124770,10570
124770,13832
103724,12635
116765,12759
111734,13556
122769,12610
120459,10199
120457,10207
119091,13011
115831,12500
119093,11385
115681,12502
102264,13718
102264,13719
124051,15340
119294,12201
119295,12503
115569,12504
119296,12202
132378,12970
109014,13555
125754,11161
109012,11331
109012,12969
113983,14156
104636,13645
119283,10080
119959,13130
104634,12925
119285,12097
104927,10804
104927,10805
104670,10749
100680,10116
113133,12899
118120,10885
106999,10952
101886,14925
113948,10869
123340,14769
108158,13707
107854,14768
112584,12016
101250,13656
104971,13655
104149,10672
104153,10671
104153,10670
129668,14613
131396,11775
104144,10673
131394,11773
131394,11774
104162,11458
104152,10669
104141,11459
104143,10676
104143,10674
104143,10675
115275,10508
116096,14052
103176,14053
103176,11397
117242,13766
118570,12413
133781,11280
133781,11281
127925,10058
135131,12109
115284,15331
125628,13978
134516,15342
117884,12842
101328,14621
117232,13336
107460,12044
115462,12447
133267,15167
133267,15153
133240,15160
133343,15177
133343,15168
133268,15148
133268,15149
133270,15161
133270,15150
133277,15164
133346,15178
133231,15152
133231,15151
133273,15166
133273,15165
133274,15176
133274,15163
133342,15162
133237,15154
134665,15360
122277,14190
116455,13472
109435,11504
123808,14191
124836,11737
118106,10546
134264,13851
134752,12913
134252,13398
134256,13850
112955,11707
104384,14101
115007,11884
132130,13178
132136,13177
132136,10820
114736,13744
103534,14381
122669,13548
101284,14880
101283,12095
119601,13103
119897,12397
119897,13704
122025,12145
122025,12146
114779,11813
118278,11651
118017,12745
101035,11719
128616,14452
118277,12303
118277,12302
122024,12143
122024,12144
108907,11423
122026,14437
119896,14102
118132,12905
120973,14068
105128,14935
122351,12740
110015,11361
111944,11665
105132,10873
107908,11096
107908,11094
107908,14967
107908,11095
107909,14969
122394,14968
130716,11852
134626,10584
129265,12562
133416,13729
128642,14456
111349,14497
113858,15256
127440,14285
130888,11543
124975,11293
130890,14286
127441,12091
125658,12936
104373,10712
133002,14255
102558,15107
111752,13248
111523,15170
114925,14933
114927,14934
130492,10700
118540,12180
117457,15111
125377,11413
130489,13934
130489,11939
107104,15112
132259,14996
114458,10750
107105,15113
118861,12978
104509,14946
133659,12840
133659,12841
105303,10859
116399,12211
117807,13323
109608,15372
113722,12179
104598,13699
116949,12175
104683,14656
131003,11429
122772,11014
110609,11850
103425,11016
100168,11015
116651,12280
103771,11012
122774,10066
106729,11621
117053,10039
121170,10549
129008,11013
116655,12279
134360,15322
108561,11373
102483,10411
129010,14782
103421,14392
103424,14390
103418,11561
103428,11687
100167,10943
103768,10410
117425,12752
129012,13043
124980,14391
117795,12828
120063,10550
110614,12689
103419,14785
100372,10065
129005,13042
103429,15300
116653,10919
131765,14354
107995,11267
129011,14783
134147,15299
106445,11189
101670,12262
101669,12261
115194,10095
129278,11578
110959,11170
117340,13637
125139,11577
121700,13923
107391,11171
110960,14414
125140,11576
109341,11489
109334,11202
113578,13478
114246,13477
114439,13476
105095,12361
122439,13501
100116,13338
107446,11182
134125,15292
120511,13219
134124,15291
109409,11497
120510,13217
100115,13337
134126,10329
120512,15290
130388,14727
109410,11874
121222,13355
112742,12039
108504,11364
121800,11847
101907,11643
101908,11846
127754,15341
122368,14867
116307,11644
100491,10091
103585,13884
100399,12173
116193,14915
116193,15303
101041,14914
121200,10197
108378,13537
106276,11113
100700,10617
125655,15379
111059,14532
111057,14079
134427,10562
113187,15224
113186,12339
109622,11259
131808,14955
133347,14962
108303,14961
108305,10935
125362,14956
119463,14959
129759,14960
117468,14958
100952,10934
117466,14957
126214,13200
116068,14231
122677,14002
108732,11224
110417,12617
128962,15338
128961,11324
107648,10967
124914,14049
115425,12433
121747,11936
128960,10968
131390,10708
113126,14688
101352,11241
110199,15095
123204,14099
122039,14730
102302,12546
112940,14192
115071,11596
128889,14950
128603,11795
131841,14949
124428,15320
124429,15321
124434,13787
114537,12632
114910,11131
100991,12618
100992,12619
104979,12248
131704,12166
124354,13822
124353,13824
124352,13823
114432,12251
114431,12274
130042,14978
110406,14979
129957,13557
119798,11739
130040,14045
132233,12518
132233,12517
132524,11658
130183,14701
126354,10007
126354,10006
126023,13571
126334,10280
122254,11200
100238,14622
119483,12346
105903,12888
118230,12892
126394,12889
114335,12890
105904,12891
119485,13984
119485,13985
112120,14290
125585,11434
116691,11433
108859,11854
108577,12389
105465,14292
108576,12388
105464,14291
116690,11432
101326,14289
117299,12387
125586,12386
116253,14003
131143,14834
100243,12101
116255,12102
105177,12098
105176,13382
105178,11244
109055,11122
109054,11123
112416,10451
102792,14732
120045,14037
120067,13608
120035,13607
120048,15246
120066,15245
120047,15247
120068,15249
120034,15248
104546,10726
107449,11363
107449,11362
104548,10727
117869,10502
134687,15365
132851,11984
128435,12460
128677,14462
124648,11230
124649,12489
124649,11627
128676,14461
104526,10379
111122,11794
104524,10446
104527,12216
109524,10445
100876,14399
100871,14398
102891,14400
119016,14395
102449,14402
119268,14396
102881,14401
100874,14397
109030,12295
116814,12294
102617,15128
110515,15124
122801,13643
102615,15126
102619,10643
118818,13561
102618,10642
102616,15127
101896,13316
119610,12979
120923,12061
123030,12062
120922,12060
118453,13562
113836,12206
102915,14468
131521,13504
112675,10043
112670,14650
121809,12830
103867,13035
125124,14569
125123,10630
119208,13036
103865,10631
128924,12090
122090,13391
114843,14181
113918,14180
112769,12043
128151,12042
134142,15296
131238,14858
131238,14859
113642,12160
107865,11243
131239,13862
114233,12254
108410,11351
100033,11482
132656,11271
109022,14983
109010,15200
100276,10369
109011,11978
111602,14449
111601,14295
109628,15368
109626,14352
134791,15378
115385,12423
134081,15285
129903,10074
107430,11179
107563,11207
118326,14033
115117,14032
123163,14201
116787,13890
105841,12951
102425,10252
105843,13892
116785,13891
102423,10400
102423,10397
119206,13034
120537,14277
120538,11454
116305,12579
124362,12301
124362,12300
124363,10958
117438,10959
101093,13445
124368,11240
121381,13335
109871,12607
134010,15272
119995,12533
119995,12283
121453,13111
121246,13343
129897,14467
131600,10072
131599,10507
107922,12242
112495,11931
119011,13542
119011,13000
111993,11930
112497,12784
117606,12264
112496,10503
112496,14036
112493,12006
119009,12999
124301,13399
124307,14879
112837,11650
112837,11163
112837,13673
108468,15329
126181,14059
129029,10068
123739,15328
112732,13932
122741,11667
131137,11670
116379,11668
131138,11669
113784,11671
109718,11548
117412,14093
125430,14987
125415,11472
125412,13962
115513,11945
115514,11946
132322,13188
125222,14380
120743,11409
108976,11402
108750,12527
114444,12276
108981,12128
108962,12526
108970,12528
108812,12129
108977,10391
117327,15006
117313,15005
117307,13876
117269,13875
100333,10059
103105,10493
103105,12945
132725,15071
120925,13568
129449,13648
129449,10661
132909,11091
132910,15283
128058,11879
116599,10105
117003,12259
119842,13110
118691,14046
113129,14044
103570,14047
103110,10638
103111,10494
108555,12176
108555,12177
130813,10215
130813,11681
130811,13860
130811,11861
130811,11050
100277,10052
117512,12760
101805,10260
101805,10261
113105,14645
113105,14646
131351,12496
114413,12273
104299,12536
103562,12212
112175,14778
105470,14719
101243,13247
118833,11553
124578,13803
112633,10435
114533,11740
128280,14413
132340,11306
132558,11612
114468,12278
122045,13437
129776,14630
122048,14749
116983,12683
108320,14930
116932,13303
121123,12666
114672,12322
108321,14931
111574,14624
122364,13071
122364,13072
134861,11372
134863,10510
120224,13097
101079,11915
120223,13167
132390,15010
134866,11916
134862,10509
133568,13387
134864,13254
129360,15284
106437,11128
119871,15009
106583,11030
134865,13385
107127,15011
132788,15081
132494,13419
100140,10035
124046,14733
133704,15228
118034,15189
122072,12538
122071,12537
117216,11961
117213,12321
126729,12317
121731,13388
121661,13375
126656,14657
101401,14333
132328,10489
108831,13330
109097,11450
109099,11464
127746,14848
110790,12345
134884,13959
105423,10870
121930,13418
124893,13535
122862,13536
107352,13565
107350,13564
110551,10765
103758,13566
130530,14758
106900,11297
130533,14759
106899,11088
107094,11121
108517,11366
127879,14337
133617,12290
119342,13053
119337,13008
119339,13054
114545,12305
103862,10293
119803,10294
111034,13538
112943,12679
122358,11969
103964,10649
122360,12035
112944,13183
111233,10553
111235,10555
114026,10552
111232,10554
128378,10216
128381,14422
128380,12846
115698,12155
115699,13633
110452,12957
111862,15184
110455,12958
113017,11556
105627,10450
123143,15367
115765,11899
129953,10449
116042,12133
123583,11706
122776,15169
130681,12786
120091,13152
133830,15250
132761,13297
133832,14071
106616,11036
118548,12944
131961,12902
121151,13993
105530,13992
106089,10948
106090,10926
106124,12229
130991,10241
131001,14828
132115,14988
102109,10339
102110,13778
109506,11081
115524,14942
117657,12792
115309,12417
119115,15205
119115,14062
127096,14206
111102,15204
105689,11176
105689,11177
107603,11205
119204,13033
106922,11090
106922,12857
129447,13702
113222,11301
113228,11105
113228,13206
113228,10208
121337,12210
113226,11264
113227,11300
122790,11314
110258,14429
110259,11313
132123,11315
132121,14430
132120,10176
118430,11824
123561,13650
123560,13649
114122,12245
101450,10205
101437,11226
133754,11676
133753,11674
133755,11673
124396,13654
127462,15252
128592,12691
100662,11886
128595,12693
114631,12985
128534,15306
118284,14428
103654,11136
116264,11987
116264,12574
114659,12690
133834,15251
134605,11354
115458,11247
133937,11248
105286,11135
115131,13480
104642,12316
117303,14419
115304,11887
129063,12641
129063,14518
133837,14894
128593,12692
126097,12638
122350,12639
122350,11988
122350,12640
114229,10826
114229,15307
110457,11563
123548,10164
105352,11704
105352,12615
116726,12628
108897,14916
109648,11533
115807,10100
115804,11881
115805,10101
131685,10564
114877,11747
114878,11970
125505,13971
101146,10135
101157,14385
100879,10170
122339,11473
