activityID,actorID
27300,3294
27300,1133
27300,790
27300,2419
27300,789
27300,3293
27300,1016
32017,2994
32017,1262
32017,135
32017,2135
32017,1021
32017,1480
32013,1021
32013,1480
32013,2135
13990,829
13990,3293
13990,1016
13990,2577
13990,135
13990,901
13990,2491
13990,2492
13990,674
22770,3293
22770,135
22770,901
22770,829
22770,2491
22770,2492
22770,674
22770,1016
22770,2577
27067,1016
27067,2491
27067,2492
27067,674
27289,3023
27289,135
27289,2577
27289,3340
27289,901
27289,3294
27289,1133
27289,790
27289,2419
27289,789
27289,3293
27289,2491
27289,2492
27289,674
27289,1016
31999,1262
31999,2135
31999,1021
31999,1480
31604,1262
15255,1016
15255,3293
32028,2135
32028,1021
32028,1262
32023,1262
32023,3023
32023,135
32023,2577
32023,1021
20628,3293
20628,2491
20628,2492
20628,674
20628,790
20628,3023
20628,135
20628,2577
20628,901
20628,3340
20628,1016
20628,1133
20628,2419
20628,3294
20628,789
32000,1262
32000,1480
32026,1262
32026,1480
20629,1016
20629,3293
27301,1016
27301,3293
32003,1021
32003,3023
32003,135
32003,2577
32003,1262
32024,2135
32024,1262
32016,1021
32016,2577
32016,1262
32016,1480
32016,135
32002,1262
32002,2577
27294,901
27294,3023
27294,135
27294,2577
27294,1016
27294,3294
27294,1133
27294,790
27294,2419
27294,789
27294,3293
27294,2491
27294,2492
27294,674
27290,901
27290,3340
27290,2491
27290,2492
27290,674
27290,3294
27290,1133
27290,790
27290,2419
27290,789
27290,3293
27290,1016
27290,3023
27290,135
27290,2577
9792,3293
9792,1016
32020,1480
32020,2135
32014,135
32014,2577
32014,2135
32014,1480
32025,135
32025,1262
32025,2994
32025,1021
32025,2135
32025,1480
32029,2135
32029,1021
32029,1262
32029,1480
32030,2135
32030,1262
27293,3293
27293,1016
32015,2135
32015,1021
32015,1262
32031,2135
32019,1262
32019,323
32019,2135
32019,1021
32019,324
32019,325
32018,323
32018,2135
32018,1021
32018,324
32018,325
26672,2577
26672,901
26672,2491
26672,2492
26672,674
26672,829
26672,1016
26672,3293
26672,135
32027,1480
32027,1262
32021,1480
32021,2135
32012,2135
32012,1262
32012,135
32012,323
32012,1021
32012,324
32012,325
15256,2419
15256,3340
15256,2491
15256,2492
15256,674
15256,1016
15256,901
15256,3294
15256,3023
15256,135
15256,2577
28337,901
28337,1016
28337,2577
28337,2491
28337,2492
28337,674
28337,135
28337,3293
28337,829
27299,2491
27299,2492
27299,674
27299,3293
27299,3023
27299,135
27299,2577
27299,1016
27299,3340
27299,901
27292,3340
27292,1016
27292,2419
27292,2491
27292,2492
27292,674
27292,901
27292,3023
27292,135
